Batch ID,Production Line,Units Produced,Electricity (kWh),Fuel (L),Raw Material Transportation (kg),Product Transportation (kg),Waste (kg),Packaging (kg),Electricity CO2 (kg),Fuel CO2 (kg),Raw Material Transport CO2 (kg),Product Transport CO2 (kg),Waste CO2 (kg),Packaging CO2 (kg),Total CO2 (kg),Projected Electricity CO2 (kg),Projected Fuel CO2 (kg),Projected Waste CO2 (kg),Projected Product Transport CO2 (kg),Projected Total CO2 (kg)
B0474,Line A,4064,2501.46,771.05,237.34,586.73,58.82,263.59,1125.66,2066.41,42.72,93.88,64.7,92.26,3485.63,956.81,1859.77,51.76,84.49,3087.81
B0475,Line B,1889,1389.09,226.69,137.72,233.03,58.37,100.2,625.09,607.53,24.79,37.28,64.21,35.07,1393.97,531.33,546.78,51.37,33.56,1222.9
B0476,Line A,3901,2239.44,548.43,231.11,381.88,205.44,269.2,1007.75,1469.79,41.6,61.1,225.98,94.22,2900.44,856.59,1322.81,180.79,54.99,2551.0
B0477,Line A,4821,3493.92,848.31,452.17,746.5,254.59,373.99,1572.26,2273.47,81.39,119.44,280.05,130.9,4457.51,1336.42,2046.12,224.04,107.5,3926.37
B0478,Line B,1324,491.08,167.54,140.46,170.95,19.81,89.45,220.99,449.01,25.28,27.35,21.79,31.31,775.73,187.84,404.11,17.43,24.62,690.59
B0479,Line A,2765,1430.94,243.1,259.49,421.16,40.19,155.47,643.92,651.51,46.71,67.39,44.21,54.41,1508.15,547.33,586.36,35.37,60.65,1330.83
B0480,Line C,1436,652.03,190.05,152.14,155.14,33.22,71.23,293.41,509.33,27.39,24.82,36.54,24.93,916.43,249.4,458.4,29.23,22.34,811.69
B0481,Line A,3300,2119.68,700.34,236.81,258.98,177.34,73.93,953.86,1876.91,42.63,41.44,195.07,25.88,3135.78,810.78,1689.22,156.06,37.29,2761.86
B0482,Line B,3053,2266.91,518.53,160.3,170.39,50.21,241.37,1020.11,1389.66,28.85,27.26,55.23,84.48,2605.6,867.09,1250.69,44.18,24.54,2299.83
B0483,Line B,4345,1966.6,756.06,430.31,564.28,199.87,186.87,884.97,2026.24,77.46,90.28,219.86,65.4,3364.21,752.22,1823.62,175.89,81.26,2975.85
B0484,Line B,2296,1404.39,386.92,158.05,145.44,34.57,66.89,631.98,1036.95,28.45,23.27,38.03,23.41,1782.08,537.18,933.25,30.42,20.94,1573.65
B0485,Line A,553,237.37,59.65,51.82,46.07,22.76,33.18,106.82,159.86,9.33,7.37,25.04,11.61,320.03,90.79,143.88,20.03,6.63,282.27
B0486,Line B,1226,706.34,169.88,75.58,133.11,34.09,45.43,317.85,455.28,13.6,21.3,37.5,15.9,861.43,270.18,409.75,30.0,19.17,758.6
B0487,Line B,3236,1733.11,599.09,150.47,362.71,160.01,178.45,779.9,1605.56,27.08,58.03,176.01,62.46,2709.05,662.91,1445.01,140.81,52.23,2390.5
B0488,Line A,3670,2711.4,345.69,438.22,425.96,79.58,202.61,1220.13,926.45,78.88,68.15,87.54,70.91,2452.06,1037.11,833.8,70.03,61.34,2152.07
B0489,Line C,2413,1431.9,286.9,126.67,164.78,101.25,112.79,644.36,768.89,22.8,26.36,111.38,39.48,1613.26,547.7,692.0,89.1,23.73,1414.81
B0490,Line A,2096,1026.63,248.76,249.58,192.35,45.66,147.07,461.98,666.68,44.92,30.78,50.23,51.47,1306.06,392.69,600.01,40.18,27.7,1156.97
B0491,Line B,2414,955.07,339.13,285.29,284.59,110.28,86.66,429.78,908.87,51.35,45.53,121.31,30.33,1587.18,365.31,817.98,97.05,40.98,1403.0
B0492,Line B,2966,1217.54,644.37,307.0,464.71,159.23,139.16,547.89,1726.91,55.26,74.35,175.15,48.71,2628.28,465.71,1554.22,140.12,66.92,2330.94
B0493,Line A,3237,1424.69,289.55,300.24,420.94,52.89,169.17,641.11,775.99,54.04,67.35,58.18,59.21,1655.89,544.94,698.39,46.54,60.62,1463.74
B0494,Line C,1349,607.57,205.88,116.32,204.36,71.94,80.69,273.41,551.76,20.94,32.7,79.13,28.24,986.18,232.4,496.58,63.31,29.43,870.9
B0495,Line B,2609,1800.85,274.23,285.13,349.2,103.52,174.9,810.38,734.94,51.32,55.87,113.87,61.22,1827.6,688.83,661.44,91.1,50.28,1604.19
B0496,Line B,502,288.39,108.38,31.7,57.77,8.21,21.93,129.78,290.46,5.71,9.24,9.03,7.68,451.89,110.31,261.41,7.22,8.32,400.65
B0497,Line B,4755,2659.74,455.83,368.11,338.19,149.2,279.42,1196.88,1221.62,66.26,54.11,164.12,97.8,2800.79,1017.35,1099.46,131.3,48.7,2460.87
B0498,Line A,4569,1808.9,623.69,409.16,563.52,82.44,132.67,814.01,1671.49,73.65,90.16,90.68,46.43,2786.42,691.9,1504.34,72.55,81.15,2470.02
B0499,Line B,1392,966.13,255.16,101.47,165.05,62.66,105.73,434.76,683.83,18.26,26.41,68.93,37.01,1269.19,369.54,615.45,55.14,23.77,1119.17
B0500,Line C,2530,1616.99,451.95,187.72,294.17,121.3,108.75,727.65,1211.23,33.79,47.07,133.43,38.06,2191.22,618.5,1090.1,106.74,42.36,1929.55
B0501,Line B,3660,1380.07,509.41,243.11,380.19,55.96,233.4,621.03,1365.22,43.76,60.83,61.56,81.69,2234.09,527.88,1228.7,49.24,54.75,1986.02
B0502,Line B,2876,1820.89,369.6,244.86,311.05,101.54,61.03,819.4,990.53,44.07,49.77,111.69,21.36,2036.83,696.49,891.48,89.36,44.79,1787.55
B0503,Line C,2433,1380.52,330.07,262.88,211.16,123.43,78.61,621.23,884.59,47.32,33.79,135.77,27.51,1750.21,528.05,796.13,108.62,30.41,1538.04
B0504,Line B,1880,719.46,219.96,105.51,201.39,106.8,92.54,323.76,589.49,18.99,32.22,117.48,32.39,1114.33,275.19,530.54,93.98,29.0,980.09
B0505,Line A,4181,2229.81,454.67,479.79,299.91,149.16,303.94,1003.41,1218.52,86.36,47.99,164.08,106.38,2626.73,852.9,1096.66,131.26,43.19,2316.75
B0506,Line A,1790,973.54,264.25,170.28,248.04,102.95,92.43,438.09,708.19,30.65,39.69,113.25,32.35,1362.22,372.38,637.37,90.6,35.72,1199.07
B0507,Line A,2140,890.9,251.65,226.54,150.73,78.72,162.2,400.9,674.42,40.78,24.12,86.59,56.77,1283.58,340.77,606.98,69.27,21.71,1136.28
B0508,Line C,3182,2317.38,382.62,268.86,188.84,94.54,156.01,1042.82,1025.42,48.39,30.21,103.99,54.6,2305.45,886.4,922.88,83.2,27.19,2022.66
B0509,Line B,1487,1026.02,255.68,152.21,145.71,77.93,73.5,461.71,685.22,27.4,23.31,85.72,25.72,1309.09,392.45,616.7,68.58,20.98,1151.83
B0510,Line A,1718,1061.05,370.39,70.95,210.31,59.53,46.7,477.47,992.65,12.77,33.65,65.48,16.34,1598.37,405.85,893.38,52.39,30.28,1411.01
B0511,Line C,1855,992.27,305.16,195.65,182.07,62.32,126.44,446.52,817.83,35.22,29.13,68.55,44.25,1441.5,379.54,736.05,54.84,26.22,1276.12
B0512,Line B,4765,2452.58,432.55,205.9,383.31,164.47,165.91,1103.66,1159.23,37.06,61.33,180.92,58.07,2600.27,938.11,1043.31,144.73,55.2,2276.48
B0513,Line C,4635,2829.15,419.85,515.38,516.33,242.59,342.88,1273.12,1125.2,92.77,82.61,266.85,120.01,2960.55,1082.15,1012.68,213.48,74.35,2595.44
B0514,Line A,2060,1170.44,439.19,245.88,181.63,106.29,153.78,526.7,1177.03,44.26,29.06,116.92,53.82,1947.79,447.69,1059.33,93.54,26.15,1724.79
B0515,Line A,1918,719.08,233.27,121.84,292.72,57.88,146.92,323.59,625.16,21.93,46.84,63.67,51.42,1132.61,275.05,562.65,50.93,42.15,1004.13
B0516,Line A,1454,806.97,135.06,82.62,220.27,38.77,74.46,363.14,361.96,14.87,35.24,42.65,26.06,843.92,308.67,325.76,34.12,31.72,741.2
B0517,Line C,1483,997.41,243.01,150.12,156.1,51.31,89.91,448.83,651.27,27.02,24.98,56.44,31.47,1240.01,381.51,586.14,45.15,22.48,1093.77
B0518,Line C,1474,786.67,246.62,88.8,126.86,56.95,98.33,354.0,660.94,15.98,20.3,62.65,34.42,1148.29,300.9,594.85,50.12,18.27,1014.54
B0519,Line A,4633,1717.84,791.27,506.13,607.31,101.54,129.08,773.03,2120.6,91.1,97.17,111.69,45.18,3238.78,657.07,1908.54,89.36,87.45,2878.7
B0520,Line C,4472,2971.69,525.18,215.67,241.66,222.25,250.69,1337.26,1407.48,38.82,38.67,244.48,87.74,3154.45,1136.67,1266.73,195.58,34.8,2760.34
B0521,Line A,1413,608.36,116.03,70.76,144.44,48.5,31.17,273.76,310.96,12.74,23.11,53.35,10.91,684.83,232.7,279.86,42.68,20.8,599.69
B0522,Line A,536,243.05,115.29,63.43,46.63,14.31,26.72,109.37,308.98,11.42,7.46,15.74,9.35,462.32,92.97,278.08,12.59,6.71,411.12
B0523,Line B,3887,1616.54,447.49,365.02,587.94,59.63,113.85,727.44,1199.27,65.7,94.07,65.59,39.85,2191.93,618.33,1079.35,52.47,84.66,1940.36
B0524,Line C,2211,1065.89,386.14,238.24,113.47,48.51,68.49,479.65,1034.86,42.88,18.16,53.36,23.97,1652.88,407.7,931.37,42.69,16.34,1464.95
B0525,Line A,3520,2297.51,629.83,232.13,390.05,202.27,147.5,1033.88,1687.94,41.78,62.41,222.5,51.62,3100.14,878.8,1519.15,178.0,56.17,2725.52
B0526,Line A,1295,722.29,214.19,121.88,170.26,32.71,59.5,325.03,574.03,21.94,27.24,35.98,20.82,1005.05,276.28,516.63,28.78,24.52,888.97
B0527,Line C,4536,1959.34,561.59,397.08,468.8,83.66,260.32,881.7,1505.06,71.47,75.01,92.03,91.11,2716.38,749.45,1354.56,73.62,67.51,2407.72
B0528,Line B,3611,2531.79,425.93,318.68,214.47,119.28,88.35,1139.31,1141.49,57.36,34.32,131.21,30.92,2534.61,968.41,1027.34,104.97,30.88,2219.88
B0529,Line B,1824,1280.14,298.54,172.56,286.31,46.25,91.6,576.06,800.09,31.06,45.81,50.88,32.06,1535.96,489.65,720.08,40.7,41.23,1354.78
B0530,Line A,817,570.46,164.42,70.29,87.4,9.61,25.29,256.71,440.65,12.65,13.98,10.57,8.85,743.41,218.2,396.58,8.46,12.59,657.33
B0531,Line C,2896,1290.22,615.52,215.25,340.46,75.75,157.65,580.6,1649.59,38.74,54.47,83.32,55.18,2461.91,493.51,1484.63,66.66,49.03,2187.75
B0532,Line B,2662,1412.18,252.43,165.24,202.38,99.04,155.05,635.48,676.51,29.74,32.38,108.94,54.27,1537.33,540.16,608.86,87.16,29.14,1349.33
B0533,Line C,3245,2414.27,329.94,329.32,334.83,121.97,173.29,1086.42,884.24,59.28,53.57,134.17,60.65,2278.33,923.46,795.82,107.33,48.22,1994.76
B0534,Line C,2091,1377.56,443.84,121.49,203.26,58.19,134.45,619.9,1189.49,21.87,32.52,64.01,47.06,1974.85,526.92,1070.54,51.21,29.27,1746.87
B0535,Line A,3611,1303.09,661.23,344.45,210.3,116.87,144.93,586.39,1772.1,62.0,33.65,128.56,50.73,2633.42,498.43,1594.89,102.85,30.28,2339.18
B0536,Line B,4430,1666.04,902.03,259.89,273.23,258.16,291.97,749.72,2417.44,46.78,43.72,283.98,102.19,3643.82,637.26,2175.7,227.18,39.35,3228.46
B0537,Line A,2496,1336.79,270.49,224.71,354.74,72.05,114.73,601.56,724.91,40.45,56.76,79.26,40.16,1543.09,511.32,652.42,63.4,51.08,1358.83
B0538,Line B,1812,1293.2,294.02,180.78,138.4,41.52,88.88,581.94,787.97,32.54,22.14,45.67,31.11,1501.38,494.65,709.18,36.54,19.93,1323.95
B0539,Line B,1785,1009.38,318.01,102.63,127.53,39.58,105.11,454.22,852.27,18.47,20.4,43.54,36.79,1425.69,386.09,767.04,34.83,18.36,1261.58
B0540,Line B,4811,2641.84,842.96,215.51,507.75,158.23,101.52,1188.83,2259.13,38.79,81.24,174.05,35.53,3777.58,1010.5,2033.22,139.24,73.12,3330.4
B0541,Line B,2883,1130.68,395.38,145.53,387.94,138.31,170.79,508.81,1059.62,26.2,62.07,152.14,59.78,1868.61,432.49,953.66,121.71,55.86,1649.7
B0542,Line B,3739,2290.93,307.18,330.83,212.43,75.9,213.55,1030.92,823.24,59.55,33.99,83.49,74.74,2105.93,876.28,740.92,66.79,30.59,1848.87
B0543,Line C,2639,1791.46,426.49,284.9,299.39,119.98,101.84,806.16,1142.99,51.28,47.9,131.98,35.64,2215.96,685.23,1028.69,105.58,43.11,1949.53
B0544,Line A,2204,1106.78,254.42,96.09,139.1,24.37,55.43,498.05,681.85,17.3,22.26,26.81,19.4,1265.66,423.34,613.66,21.45,20.03,1115.18
B0545,Line C,862,569.13,123.3,85.11,46.56,26.68,21.94,256.11,330.44,15.32,7.45,29.35,7.68,646.35,217.69,297.4,23.48,6.7,568.27
B0546,Line B,3104,2283.89,664.45,208.92,173.21,151.45,234.02,1027.75,1780.73,37.61,27.71,166.6,81.91,3122.3,873.59,1602.65,133.28,24.94,2753.98
B0547,Line A,2216,956.22,301.08,173.47,314.14,59.69,135.97,430.3,806.89,31.22,50.26,65.66,47.59,1431.93,365.75,726.2,52.53,45.24,1268.53
B0548,Line B,4951,2769.25,978.18,565.94,311.8,189.06,136.78,1246.16,2621.52,101.87,49.89,207.97,47.87,4275.28,1059.24,2359.37,166.37,44.9,3779.62
B0549,Line A,4786,2224.8,509.21,318.55,263.07,96.91,198.16,1001.16,1364.68,57.34,42.09,106.6,69.36,2641.23,850.99,1228.21,85.28,37.88,2329.06
B0550,Line C,4238,2827.35,738.02,327.29,416.04,199.61,235.42,1272.31,1977.89,58.91,66.57,219.57,82.4,3677.65,1081.46,1780.1,175.66,59.91,3238.44
B0551,Line A,2969,1725.1,643.62,122.01,424.09,37.45,208.23,776.3,1724.9,21.96,67.85,41.2,72.88,2705.09,659.85,1552.41,32.96,61.07,2401.13
B0552,Line A,1056,637.65,99.54,49.13,83.28,55.57,23.89,286.94,266.77,8.84,13.32,61.13,8.36,645.37,243.9,240.09,48.9,11.99,562.08
B0553,Line A,1325,886.64,107.54,80.41,127.71,26.38,45.31,398.99,288.21,14.47,20.43,29.02,15.86,766.98,339.14,259.39,23.21,18.39,670.46
B0554,Line A,3308,1681.75,465.44,139.69,179.93,177.71,242.76,756.79,1247.38,25.14,28.79,195.48,84.97,2338.55,643.27,1122.64,156.38,25.91,2058.31
B0555,Line A,3219,2304.92,299.26,291.35,319.96,88.93,66.15,1037.21,802.02,52.44,51.19,97.82,23.15,2063.84,881.63,721.82,78.26,46.07,1803.37
B0556,Line B,4008,2257.35,740.57,297.04,455.06,184.91,128.59,1015.81,1984.73,53.47,72.81,203.4,45.01,3375.22,863.44,1786.25,162.72,65.53,2976.42
B0557,Line A,4241,1752.3,882.28,355.61,478.38,110.1,328.85,788.54,2364.51,64.01,76.54,121.11,115.1,3529.8,670.25,2128.06,96.89,68.89,3143.2
B0558,Line A,2074,1303.22,291.94,111.94,179.54,114.68,117.81,586.45,782.4,20.15,28.73,126.15,41.23,1585.11,498.48,704.16,100.92,25.85,1390.79
B0559,Line C,4498,3001.54,522.76,286.41,381.02,73.46,160.58,1350.69,1401.0,51.55,60.96,80.81,56.2,3001.22,1148.09,1260.9,64.64,54.87,2636.25
B0560,Line A,2629,1253.26,370.21,244.78,162.28,49.76,63.15,563.97,992.16,44.06,25.96,54.74,22.1,1702.99,479.37,892.95,43.79,23.37,1505.64
B0561,Line C,2903,2011.41,526.26,340.3,262.28,100.59,62.97,905.13,1410.38,61.25,41.96,110.65,22.04,2551.42,769.36,1269.34,88.52,37.77,2248.28
B0562,Line B,3829,2728.0,311.17,168.6,233.36,53.98,132.81,1227.6,833.94,30.35,37.34,59.38,46.48,2235.08,1043.46,750.54,47.5,33.6,1951.93
B0563,Line A,1088,501.31,176.83,121.02,146.15,21.54,79.3,225.59,473.9,21.78,23.38,23.69,27.76,796.11,191.75,426.51,18.96,21.05,707.81
B0564,Line C,2512,1867.44,416.64,216.41,392.6,143.66,112.93,840.35,1116.6,38.95,62.82,158.03,39.53,2256.26,714.3,1004.94,126.42,56.53,1980.67
B0565,Line C,2047,831.66,346.51,174.23,320.78,120.41,129.41,374.25,928.65,31.36,51.32,132.45,45.29,1563.32,318.11,835.78,105.96,46.19,1382.69
B0566,Line B,794,342.06,90.42,63.54,115.26,22.88,59.63,153.93,242.33,11.44,18.44,25.17,20.87,472.17,130.84,218.09,20.13,16.6,417.97
B0567,Line A,2485,1052.87,447.22,113.2,288.48,139.57,110.54,473.79,1198.55,20.38,46.16,153.53,38.69,1931.09,402.72,1078.69,122.82,41.54,1704.84
B0568,Line A,3617,2559.37,335.64,170.69,459.7,134.7,113.85,1151.72,899.52,30.72,73.55,148.17,39.85,2343.53,978.96,809.56,118.54,66.2,2043.83
B0569,Line C,2190,1339.66,236.3,192.88,178.21,51.44,111.75,602.85,633.28,34.72,28.51,56.58,39.11,1395.06,512.42,569.96,45.27,25.66,1227.14
B0570,Line A,1636,672.14,331.86,110.06,195.31,73.82,121.86,302.46,889.38,19.81,31.25,81.2,42.65,1366.76,257.09,800.45,64.96,28.12,1213.08
B0571,Line C,2564,1349.0,470.29,290.71,256.71,110.11,175.02,607.05,1260.38,52.33,41.07,121.12,61.26,2143.21,515.99,1134.34,96.9,36.97,1897.79
B0572,Line A,4955,2953.77,405.94,359.37,510.47,294.61,118.67,1329.2,1087.92,64.69,81.68,324.07,41.53,2929.08,1129.82,979.13,259.26,73.51,2547.94
B0573,Line C,1507,577.76,172.96,77.55,200.97,35.04,92.76,259.99,463.53,13.96,32.16,38.54,32.47,840.65,220.99,417.18,30.84,28.94,744.38
B0574,Line A,3014,2118.74,331.59,292.89,244.17,131.42,163.7,953.43,888.66,52.72,39.07,144.56,57.29,2135.74,810.42,799.8,115.65,35.16,1871.04
B0575,Line B,4026,2703.22,474.72,255.52,342.15,50.73,299.73,1216.45,1272.25,45.99,54.74,55.8,104.91,2750.14,1033.98,1145.02,44.64,49.27,2423.81
B0576,Line A,1747,964.49,200.31,143.32,265.04,27.4,47.78,434.02,536.83,25.8,42.41,30.14,16.72,1085.92,368.92,483.15,24.11,38.17,956.87
B0577,Line A,4402,3243.62,390.69,421.83,247.32,44.88,229.09,1459.63,1047.05,75.93,39.57,49.37,80.18,2751.73,1240.68,942.34,39.49,35.61,2414.23
B0578,Line B,1935,1000.6,279.13,216.76,200.12,116.05,140.81,450.27,748.07,39.02,32.02,127.66,49.28,1446.31,382.73,673.26,102.12,28.82,1275.23
B0579,Line A,1071,796.44,195.55,110.71,161.09,53.67,47.77,358.4,524.07,19.93,25.77,59.04,16.72,1003.93,304.64,471.67,47.23,23.2,883.39
B0580,Line B,2882,1778.68,475.36,271.22,337.6,142.19,140.99,800.41,1273.96,48.82,54.02,156.41,49.35,2382.96,680.35,1146.57,125.13,48.61,2098.83
B0581,Line A,1745,1053.75,303.98,164.68,192.13,61.92,42.28,474.19,814.67,29.64,30.74,68.11,14.8,1432.15,403.06,733.2,54.49,27.67,1262.86
B0582,Line C,2584,1075.93,236.08,298.9,200.19,64.61,94.8,484.17,632.69,53.8,32.03,71.07,33.18,1306.95,411.54,569.42,56.86,28.83,1153.63
B0583,Line C,777,546.05,165.66,49.47,68.19,13.65,30.67,245.72,443.97,8.9,10.91,15.02,10.73,735.26,208.86,399.57,12.01,9.82,649.89
B0584,Line A,2387,1243.62,471.17,95.69,343.07,57.85,183.1,559.63,1262.74,17.22,54.89,63.64,64.08,2022.2,475.68,1136.46,50.91,49.4,1793.75
B0585,Line A,1765,732.29,340.14,109.0,196.82,50.83,65.23,329.53,911.58,19.62,31.49,55.91,22.83,1370.96,280.1,820.42,44.73,28.34,1216.04
B0586,Line A,1540,546.77,300.64,88.44,164.2,73.64,73.38,246.05,805.72,15.92,26.27,81.0,25.68,1200.64,209.14,725.14,64.8,23.64,1064.32
B0587,Line C,1417,813.22,298.39,131.71,86.37,52.41,85.41,365.95,799.69,23.71,13.82,57.65,29.89,1290.71,311.06,719.72,46.12,12.44,1142.94
B0588,Line A,1385,776.93,216.33,125.62,71.69,19.22,41.18,349.62,579.76,22.61,11.47,21.14,14.41,999.02,297.18,521.79,16.91,10.32,883.22
B0589,Line C,3252,2073.94,351.34,284.47,507.33,35.45,159.95,933.27,941.59,51.2,81.17,39.0,55.98,2102.22,793.28,847.43,31.2,73.06,1852.15
B0590,Line B,521,367.88,86.67,21.52,47.66,7.88,33.51,165.55,232.28,3.87,7.63,8.67,11.73,429.72,140.71,209.05,6.93,6.86,379.15
B0591,Line C,3691,1409.09,679.16,362.83,429.46,112.67,265.79,634.09,1820.15,65.31,68.71,123.94,93.03,2805.23,538.98,1638.13,99.15,61.84,2496.44
B0592,Line C,2853,1833.33,522.98,187.96,167.67,161.65,164.26,825.0,1401.59,33.83,26.83,177.82,57.49,2522.55,701.25,1261.43,142.25,24.14,2220.39
B0593,Line B,1186,504.01,181.46,110.54,148.42,49.66,71.33,226.8,486.31,19.9,23.75,54.63,24.97,836.35,192.78,437.68,43.7,21.37,740.4
B0594,Line C,784,543.52,70.23,66.27,119.62,39.27,21.62,244.58,188.22,11.93,19.14,43.2,7.57,514.63,207.9,169.39,34.56,17.23,448.58
B0595,Line A,4247,2877.88,560.42,286.33,481.28,141.5,325.94,1295.05,1501.93,51.54,77.0,155.65,114.08,3195.24,1100.79,1351.73,124.52,69.3,2811.96
B0596,Line A,1262,714.69,263.64,64.07,80.61,35.44,35.28,321.61,706.56,11.53,12.9,38.98,12.35,1103.93,273.37,635.9,31.19,11.61,975.95
B0597,Line C,2928,1856.64,473.82,139.24,333.76,45.15,194.65,835.49,1269.84,25.06,53.4,49.66,68.13,2301.58,710.16,1142.85,39.73,48.06,2033.99
B0598,Line A,3007,1430.55,467.19,320.31,403.83,161.77,107.92,643.75,1252.07,57.66,64.61,177.95,37.77,2233.8,547.19,1126.86,142.36,58.15,1969.99
B0599,Line C,528,284.31,62.11,59.91,50.0,25.96,40.14,127.94,166.45,10.78,8.0,28.56,14.05,355.78,108.75,149.81,22.84,7.2,313.43
B0600,Line A,1406,954.19,185.01,129.33,206.38,25.88,88.86,429.39,495.83,23.28,33.02,28.47,31.1,1041.08,364.98,446.24,22.77,29.72,918.09
B0601,Line A,3604,1923.48,740.08,173.98,437.36,128.35,235.08,865.57,1983.41,31.32,69.98,141.18,82.28,3173.74,735.73,1785.07,112.95,62.98,2810.33
B0602,Line C,4499,2218.54,779.7,324.66,669.98,154.62,149.11,998.34,2089.6,58.44,107.2,170.08,52.19,3475.85,848.59,1880.64,136.07,96.48,3072.41
B0603,Line A,3494,1913.61,664.68,343.51,414.34,144.14,162.76,861.12,1781.34,61.83,66.29,158.55,56.97,2986.11,731.96,1603.21,126.84,59.66,2640.47
B0604,Line C,3006,2047.99,431.69,307.77,193.71,172.27,171.55,921.6,1156.93,55.4,30.99,189.5,60.04,2414.46,783.36,1041.24,151.6,27.89,2119.53
B0605,Line A,4109,1989.1,691.28,203.22,345.43,160.2,272.01,895.1,1852.63,36.58,55.27,176.22,95.2,3111.0,760.83,1667.37,140.98,49.74,2750.7
B0606,Line A,4053,1700.25,465.18,162.13,292.62,150.01,106.34,765.11,1246.68,29.18,46.82,165.01,37.22,2290.03,650.35,1122.01,132.01,42.14,2012.91
B0607,Line B,1953,1239.78,349.13,189.38,292.89,24.44,151.83,557.9,935.67,34.09,46.86,26.88,53.14,1654.54,474.22,842.1,21.51,42.18,1467.24
B0608,Line B,3856,2623.59,539.32,264.24,515.33,50.69,283.08,1180.62,1445.38,47.56,82.45,55.76,99.08,2910.85,1003.52,1300.84,44.61,74.21,2569.82
B0609,Line C,1015,396.11,144.09,61.26,126.27,19.66,36.76,178.25,386.16,11.03,20.2,21.63,12.87,630.13,151.51,347.55,17.3,18.18,558.44
B0610,Line B,538,239.92,91.95,22.08,44.71,6.25,37.32,107.96,246.43,3.97,7.15,6.88,13.06,385.46,91.77,221.78,5.5,6.44,342.52
B0611,Line C,3842,1562.88,810.97,319.75,269.88,181.22,196.32,703.3,2173.4,57.56,43.18,199.34,68.71,3245.49,597.8,1956.06,159.47,38.86,2878.46
B0612,Line B,1386,678.0,123.3,149.82,184.63,63.99,66.12,305.1,330.44,26.97,29.54,70.39,23.14,785.58,259.34,297.4,56.31,26.59,689.75
B0613,Line A,3344,1772.79,653.63,389.95,341.61,56.19,129.97,797.76,1751.73,70.19,54.66,61.81,45.49,2781.63,678.09,1576.56,49.45,49.19,2468.97
B0614,Line C,2704,1756.33,327.0,230.54,202.36,140.08,148.34,790.35,876.36,41.5,32.38,154.09,51.92,1946.59,671.8,788.72,123.27,29.14,1706.35
B0615,Line C,1598,975.51,227.15,129.69,188.29,28.35,101.94,438.98,608.76,23.34,30.13,31.19,35.68,1168.08,373.13,547.89,24.95,27.11,1032.1
B0616,Line A,2323,1390.02,192.97,108.73,126.46,58.21,103.74,625.51,517.16,19.57,20.23,64.03,36.31,1282.81,531.68,465.44,51.22,18.21,1122.43
B0617,Line C,3701,1817.01,452.06,310.55,317.84,83.08,213.74,817.65,1211.52,55.9,50.85,91.39,74.81,2302.13,695.01,1090.37,73.11,45.77,2034.97
B0618,Line C,3655,2509.45,549.6,257.31,371.13,104.59,226.46,1129.25,1472.93,46.32,59.38,115.05,79.26,2902.19,959.86,1325.64,92.04,53.44,2556.56
B0619,Line B,3593,1934.88,315.7,318.23,238.13,81.68,225.16,870.7,846.08,57.28,38.1,89.85,78.81,1980.81,740.09,761.47,71.88,34.29,1743.82
B0620,Line C,4030,2988.82,599.48,286.53,638.0,138.82,93.17,1344.97,1606.61,51.58,102.08,152.7,32.61,3290.54,1143.22,1445.95,122.16,91.87,2887.39
B0621,Line A,4278,2582.44,897.51,253.36,312.3,129.92,306.24,1162.1,2405.33,45.6,49.97,142.91,107.18,3913.09,987.78,2164.79,114.33,44.97,3464.65
B0622,Line B,3396,1360.12,321.79,161.64,218.49,201.48,161.29,612.05,862.4,29.1,34.96,221.63,56.45,1816.58,520.25,776.16,177.3,31.46,1590.72
B0623,Line B,3953,2452.72,739.3,257.71,286.15,50.58,141.3,1103.72,1981.32,46.39,45.78,55.64,49.46,3282.31,938.17,1783.19,44.51,41.21,2902.93
B0624,Line A,4011,1925.45,550.93,191.45,539.87,68.62,138.4,866.45,1476.49,34.46,86.38,75.48,48.44,2587.71,736.48,1328.84,60.39,77.74,2286.35
B0625,Line A,1488,929.3,255.53,80.58,144.05,18.81,72.88,418.18,684.82,14.5,23.05,20.69,25.51,1186.76,355.46,616.34,16.55,20.74,1049.1
B0626,Line B,4616,1744.19,537.46,549.24,517.9,190.6,337.94,784.89,1440.39,98.86,82.86,209.66,118.28,2734.94,667.15,1296.35,167.73,74.58,2422.95
B0627,Line C,4526,1900.71,463.14,341.84,236.76,57.6,193.26,855.32,1241.22,61.53,37.88,63.36,67.64,2326.95,727.02,1117.09,50.69,34.09,2058.06
B0628,Line B,4679,3239.25,479.43,386.25,251.67,242.48,304.06,1457.66,1284.87,69.52,40.27,266.73,106.42,3225.48,1239.01,1156.39,213.38,36.24,2820.96
B0629,Line A,2182,961.98,196.09,239.78,216.11,77.67,56.32,432.89,525.52,43.16,34.58,85.44,19.71,1141.3,367.96,472.97,68.35,31.12,1003.27
B0630,Line B,4463,3056.34,473.04,533.98,624.07,162.23,216.74,1375.35,1267.75,96.12,99.85,178.45,75.86,3093.38,1169.05,1140.97,142.76,89.87,2714.63
B0631,Line A,1433,661.63,247.9,124.12,211.19,54.57,113.93,297.73,664.37,22.34,33.79,60.03,39.88,1118.14,253.07,597.93,48.02,30.41,991.65
B0632,Line B,4098,2488.11,833.68,430.28,243.99,75.98,271.4,1119.65,2234.26,77.45,39.04,83.58,94.99,3648.97,951.7,2010.84,66.86,35.13,3236.97
